SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019
40,3,6,28,Mississippi,2967297,2968130,2970548,2978731,2983816,2988711,2990468,2988471,2987938,2988510,2981020,2976149,2418,8183,5085,4895,1757,-1997,-533,572,-7490,-4871,9423,39734,39430,38489,38723,38577,38159,37532,36832,35978,6648,29165,29060,30679,30592,31487,31490,31950,31603,31536,2775,10569,10370,7810,8131,7090,6669,5582,5229,4442,590,2103,1975,1722,2588,3187,850,2492,2013,1429,-1068,-4551,-7558,-4719,-8968,-12296,-8032,-7490,-14775,-10740,-478,-2448,-5583,-2997,-6380,-9109,-7182,-4998,-12762,-9311,121,62,298,82,6,22,-20,-12,43,-2,13.35758501,13.22589155,12.88868179,12.9526144,12.90429623,12.76987569,12.55996873,12.33999997,12.07889184,9.804549425,9.747512263,10.2733734,10.232843,10.53263798,10.53810072,10.69196954,10.58810325,10.58757944,3.553035586,3.47837929,2.615308395,2.719771393,2.371658249,2.231774967,1.867999186,1.751896716,1.4913124,0.706976425,0.662468573,0.57664034,0.865670688,1.066075436,0.28445175,0.83394016,0.674424955,0.479758086,-1.529933291,-2.535158213,-1.580235636,-2.999742941,-4.113104348,-2.687901715,-2.506505536,-4.950138453,-3.605739572,-0.822956866,-1.872689641,-1.003595296,-2.134072253,-3.047028913,-2.403449965,-1.672565377,-4.275713498,-3.125981486
40,2,4,29,Missouri,5988927,5988950,5995974,6010275,6024367,6040715,6056202,6071732,6087135,6106670,6121623,6137428,7024,14301,14092,16348,15487,15530,15403,19535,14953,15805,19015,76256,75442,75168,75796,75145,74882,73765,72323,71297,13194,55939,55619,57558,57101,59996,59195,61348,60322,60141,5821,20317,19823,17610,18695,15149,15687,12417,12001,11156,1871,8387,6476,5415,6218,9091,5584,8109,5755,5503,-502,-14354,-11827,-6349,-8993,-8347,-5789,-898,-2697,-710,1369,-5967,-5351,-934,-2775,744,-205,7211,3058,4793,-166,-49,-380,-328,-433,-363,-79,-93,-106,-144,12.70271839,12.53747307,12.46042091,12.5314574,12.39205293,12.31726607,12.09876655,11.82879736,11.63173234,9.318314155,9.2431499,9.541253014,9.440587217,9.893853314,9.736926969,10.06215861,9.865972299,9.811689339,3.384404238,3.294323171,2.919167893,3.090870178,2.498199611,2.580339106,2.036607933,1.962825065,1.820043003,1.397105791,1.076226447,0.897631695,1.02803053,1.49918362,0.918506634,1.330019629,0.941259749,0.897785644,-2.391088174,-1.965492617,-1.052458657,-1.486825114,-1.37649166,-0.952226881,-0.147287906,-0.441108174,-0.115832783,-0.993982384,-0.88926617,-0.154826963,-0.458794584,0.122691961,-0.033720247,1.182731723,0.500151575,0.781952861
40,4,8,30,Montana,989415,989407,990697,997316,1003783,1013569,1021869,1030475,1040859,1052482,1060665,1068778,1290,6619,6467,9786,8300,8606,10384,11623,8183,8113,3063,12002,12035,12207,12380,12582,12430,12194,11552,11618,2410,9118,8962,9439,9370,9682,9923,10260,9666,9870,653,2884,3073,2768,3010,2900,2507,1934,1886,1748,347,435,326,1647,609,585,849,949,288,322,306,3297,3019,5318,4629,5074,6996,8699,5996,6024,653,3732,3345,6965,5238,5659,7845,9648,6284,6346,-16,3,49,53,52,47,32,41,13,19,12.07436772,12.0283904,12.10200302,12.16445797,12.26110243,12.00192726,11.6502758,10.93345612,10.91177364,9.172978245,8.957078086,9.357811626,9.206863584,9.435065467,9.581265021,9.80251187,9.148440691,9.270029768,2.901389478,3.071312314,2.744191396,2.957594385,2.826036961,2.42066224,1.847763933,1.78501543,1.641743874,0.437622893,0.325820961,1.632833536,0.598397004,0.57007987,0.819761564,0.906684577,0.272579239,0.302426503,3.316879719,3.017341971,5.272257891,4.54840678,4.944590186,6.755067024,8.311116058,5.674948312,5.657817561,3.754502611,3.343162932,6.905091427,5.146803784,5.514670055,7.574828589,9.217800635,5.94752755,5.960244064
40,2,4,31,Nebraska,1826341,1826305,1829542,1840672,1853303,1865279,1879321,1891277,1905616,1915947,1925614,1934408,3237,11130,12631,11976,14042,11956,14339,10331,9667,8794,6509,25722,25763,26029,26467,26859,26619,26226,25470,25343,3653,15621,15220,16174,15683,16557,16135,16881,15731,15582,2856,10101,10543,9855,10784,10302,10484,9345,9739,9761,650,2073,3169,3083,4992,4045,5871,4642,3280,3295,-247,-1013,-993,-878,-1653,-2297,-1963,-3599,-3334,-4220,403,1060,2176,2205,3339,1748,3908,1043,-54,-925,-22,-31,-88,-84,-81,-94,-53,-57,-18,-42,14.01662137,13.94865964,13.99942236,14.1360893,14.24654657,14.02146439,13.72527419,13.26023458,13.13101324,8.512310181,8.240445591,8.69901484,8.37632858,8.782161344,8.499054358,8.834605108,8.189899887,8.073529115,5.504311193,5.708214051,5.300407521,5.759760722,5.464385225,5.522410034,4.89066908,5.07033469,5.057484128,1.129634403,1.715766891,1.658158943,2.666239385,2.145548266,3.092528549,2.429372485,1.70763916,1.707244156,-0.552011409,-0.537632225,-0.472223014,-0.882871335,-1.21837438,-1.034003329,-1.883522527,-1.735752732,-2.186516035,0.577622994,1.178134665,1.185935929,1.78336805,0.927173886,2.058525221,0.545849957,-0.028113572,-0.47927188
40,4,8,32,Nevada,2700551,2700677,2702405,2712730,2743996,2775970,2817628,2866939,2917563,2969905,3027341,3080156,1728,10325,31266,31974,41658,49311,50624,52342,57436,52815,8898,35845,34708,35082,35223,36228,36290,36152,35700,35932,4939,20204,20414,21249,21248,22454,23312,24504,25146,25610,3959,15641,14294,13833,13975,13774,12978,11648,10554,10322,911,795,3358,4222,3582,6219,2585,2679,-992,-970,-3055,-6054,13402,13900,23725,29035,34931,37822,47650,43207,-2144,-5259,16760,18122,27307,35254,37516,40501,46658,42237,-87,-57,212,19,376,283,130,193,224,256,13.23882045,12.72118116,12.71094786,12.59404054,12.74608954,12.54732041,12.28100093,11.90546461,11.76652236,7.462048499,7.482142222,7.698960465,7.597256721,7.89998605,8.060157988,8.324121677,8.385849105,8.386414271,5.776771955,5.23903894,5.011987393,4.996783823,4.846103494,4.487162421,3.956879256,3.519615504,3.380108087,0.293621489,1.230774644,1.529719567,1.280749886,2.188029449,0.893767519,0.910068641,-0.330818512,-0.317642399,-2.235955336,4.912102972,5.036262905,8.482912072,10.21537788,12.07744418,12.84830763,15.89062713,14.14884035,-1.942333848,6.142877616,6.565982472,9.763661958,12.40340733,12.9712117,13.75837627,15.55980862,13.83119795
40,1,1,33,New Hampshire,1316470,1316462,1316762,1320202,1324232,1326622,1333341,1336350,1342307,1348787,1353465,1359711,300,3440,4030,2390,6719,3009,5957,6480,4678,6246,3269,12986,12363,12600,12215,12378,12355,12251,12023,12004,2538,10741,10516,10888,11154,11990,11837,12352,12378,12125,731,2245,1847,1712,1061,388,518,-101,-355,-121,448,2888,3241,2520,2815,3885,3770,2490,2292,1947,-802,-1677,-896,-1714,2964,-1133,1719,4126,2784,4469,-354,1211,2345,806,5779,2752,5489,6616,5076,6416,-77,-16,-162,-128,-121,-131,-50,-35,-43,-49,9.849205374,9.350204997,9.5063704,9.184338278,9.272983278,9.224771966,9.104847322,8.898503915,8.848670341,8.146489675,7.953308723,8.214711184,8.386582821,8.982312934,8.838010988,9.179909732,9.16124773,8.937864702,1.702715699,1.396896274,1.291659216,0.797755458,0.290670344,0.386760978,-0.07506241,-0.262743815,-0.089194361,2.190397745,2.451186152,1.90127408,2.116570794,2.910449187,2.814843409,1.850548513,1.696362886,1.435218357,-1.27191725,-0.677649735,-1.293168164,2.228602428,-0.848787369,1.283478997,3.06641091,2.06050361,3.294294215,0.918480495,1.773536417,0.608105916,4.345173222,2.061661818,4.098322406,4.916959423,3.756866495,4.729512571
40,1,2,34,New Jersey,8791894,8791978,8799446,8828117,8844942,8856972,8864525,8867949,8870827,8885525,8886025,8882190,7468,28671,16825,12030,7553,3424,2878,14698,500,-3835,26541,106677,104508,103457,103320,103115,102906,101676,100724,99501,17109,71062,69000,72453,70501,72547,71177,74783,75450,75723,9432,35615,35508,31004,32819,30568,31729,26893,25274,23778,6995,34119,27597,28443,29837,41051,38619,44396,26340,21284,-8741,-41078,-46100,-47391,-55253,-68366,-67547,-56601,-51151,-48946,-1746,-6959,-18503,-18948,-25416,-27315,-28928,-12205,-24811,-27662,-218,15,-180,-26,150,171,77,10,37,49,12.10343143,11.82681504,11.68879252,11.66041447,11.63007486,11.60237888,11.45235238,11.33542094,11.19988699,8.062600599,7.808495405,8.185894475,7.9565513,8.182388989,8.025018186,8.423239188,8.491099538,8.523422302,4.040830828,4.018319636,3.502898048,3.703863167,3.447685867,3.577360693,3.029113187,2.844321401,2.676464687,3.871096646,3.123058662,3.213550806,3.367322749,4.630036395,4.35418994,5.000576695,2.964288427,2.395738683,-4.660655588,-5.216980264,-5.35433626,-6.235703451,-7.710824784,-7.615745303,-6.375296007,-5.756504075,-5.509388535,-0.789558942,-2.093921601,-2.140785454,-2.868380702,-3.080788389,-3.261555363,-1.374719312,-2.792215648,-3.113649852
40,4,8,35,New Mexico,2059179,2059199,2064552,2080450,2087309,2092273,2089568,2089291,2091630,2091784,2092741,2096829,5353,15898,6859,4964,-2705,-277,2339,154,957,4088,6649,27795,27040,26723,26364,26054,25263,24131,23404,23125,3836,16369,16470,16792,17139,17633,18141,18527,18574,18388,2813,11426,10570,9931,9225,8421,7122,5604,4830,4737,387,3991,3650,5549,1780,3736,2437,2076,1437,1546,2069,493,-7247,-10583,-13779,-12431,-7165,-7499,-5244,-2136,2456,4484,-3597,-5034,-11999,-8695,-4728,-5423,-3807,-590,84,-12,-114,67,69,-3,-55,-27,-66,-59,13.41133249,12.97579827,12.78740314,12.60880077,12.46943245,12.08489708,11.53651061,11.1859769,11.03931907,7.89818678,7.903528011,8.035253286,8.196868317,8.439145709,8.677992241,8.857359085,8.877471159,8.777989149,5.513145711,5.072270254,4.752149856,4.411932448,4.030286736,3.406904842,2.679151526,2.308505744,2.261329922,1.925692678,1.751540816,2.655289452,0.851299703,1.788047886,1.165771848,0.992490822,0.686816305,0.738023234,0.237876845,-3.4776483,-5.064142778,-6.589920564,-5.949470896,-3.427474473,-3.585110152,-2.506377665,-1.01967505,2.163569523,-1.726107484,-2.408853326,-5.738620861,-4.16142301,-2.261702625,-2.59261933,-1.81956136,-0.281651816
40,1,2,36,New York,19378102,19378144,19399878,19499241,19572932,19624447,19651049,19654666,19633428,19589572,19530351,19453561,21734,99363,73691,51515,26602,3617,-21238,-43856,-59221,-76790,61427,243118,239915,239882,237017,239352,235832,231376,226993,222924,35112,149781,146882,152549,148838,153893,151605,155137,160899,164817,26315,93337,93033,87333,88179,85459,84227,76239,66094,58107,18839,86625,89588,77368,83963,83817,88346,67742,55959,45753,-22616,-80582,-108406,-112483,-145432,-165857,-194013,-187910,-181262,-180649,-3777,6043,-18818,-35115,-61469,-82040,-105667,-120168,-125303,-134896,-804,-17,-524,-703,-108,198,202,73,-12,-1,12.4999232,12.28060697,12.23969593,12.06945929,12.17899229,12.00526551,11.79797568,11.60498194,11.43671779,7.700997033,7.518496604,7.783632676,7.579178631,7.830566115,7.717605237,7.91051169,8.225936437,8.455641907,4.798926166,4.762110364,4.456063249,4.490280657,4.348426177,4.287660277,3.887463988,3.379045506,2.981075886,4.453828376,4.585770031,3.947610885,4.275592089,4.264875986,4.497342121,3.454197792,2.860895202,2.347275974,-4.143127252,-5.549013105,-5.739312315,-7.405737155,-8.43933255,-9.876427194,-9.581623027,-9.266991655,-9.267874399,0.310701124,-0.963243073,-1.79170143,-3.130145066,-4.174456564,-5.379085073,-6.127425235,-6.406096454,-6.920598425
40,3,5,37,North Carolina,9535483,9535751,9574323,9657592,9749476,9843336,9932887,10031646,10154788,10268233,10381615,10488084,38572,83269,91884,93860,89551,98759,123142,113445,113382,106469,29917,121068,119567,119394,120207,120836,120837,120151,120176,119203,18643,79974,79529,84358,83523,88466,89237,91775,93703,94312,11274,41094,40038,35036,36684,32370,31600,28376,26473,24891,4585,9732,21531,19092,17822,21249,20381,20173,14913,14184,20699,32249,29492,39022,34379,44759,70958,64697,71915,67338,25284,41981,51023,58114,52201,66008,91339,84870,86828,81522,2014,194,823,710,666,381,203,199,81,56,12.59032187,12.32200557,12.18753082,12.15671971,12.10506652,11.97209968,11.76623184,11.63940771,11.4235476,8.316800485,8.195879975,8.611117179,8.446810091,8.862315988,8.841284201,8.987406907,9.075417892,9.038175395,4.273521384,4.126125595,3.576413636,3.709909622,3.242750532,3.130815477,2.778824935,2.563989817,2.385372209,1.012067701,2.218882317,1.948877987,1.802366407,2.128674886,2.019276907,1.975515767,1.444368985,1.359291286,3.353696187,3.039305061,3.983297548,3.47680141,4.483851438,7.03026597,6.335693431,6.965184441,6.453183632,4.365763888,5.258187378,5.932175535,5.279167817,6.612526324,9.049542876,8.311209199,8.409553426,7.812474919
40,2,4,38,North Dakota,672591,672576,674715,685225,701176,722036,737401,754066,754434,754942,758080,762062,2139,10510,15951,20860,15365,16665,368,508,3138,3982,2336,9211,9879,10261,10974,11406,11341,11140,10570,10536,1494,6045,5936,6223,6204,6323,6145,6377,6150,6250,842,3166,3943,4038,4770,5083,5196,4763,4420,4286,436,1070,1132,1094,783,2067,1436,2692,1063,951,817,6216,10456,15237,9492,9354,-6302,-6981,-2358,-1267,1253,7286,11588,16331,10275,11421,-4866,-4289,-1295,-316,44,58,420,491,320,161,38,34,13,12,13.54618586,14.25128805,14.41949618,15.03867587,15.2950082,15.03612861,14.76106683,13.97203742,13.86186291,8.890098093,8.563179051,8.745007771,8.501908613,8.478900304,8.147166059,8.449849474,8.129425745,8.222916017,4.656087769,5.688108996,5.674488411,6.53676726,6.816107899,6.888962546,6.311217351,5.842611674,5.638946888,1.573598835,1.63300517,1.537367588,1.073016513,2.771767662,1.903878025,3.567036974,1.405134889,1.251198901,9.141579776,15.08365906,21.41212975,13.00775573,12.54335497,-8.355319854,-9.250180207,-3.116940798,-1.666949535,10.71517861,16.71666423,22.94949733,14.08077224,15.31512263,-6.45144183,-5.683143233,-1.711805909,-0.415750634
40,2,3,39,Ohio,11536504,11536751,11539336,11544663,11548923,11576684,11602700,11617527,11634370,11659650,11676341,11689100,2585,5327,4260,27761,26016,14827,16843,25280,16691,12759,34801,137921,137689,139088,139559,139561,138667,136909,135947,134291,26542,110620,111343,114504,111902,118309,117570,122177,119884,117750,8259,27301,26346,24584,27657,21252,21097,14732,16063,16541,3321,14560,17404,23979,20703,24447,24174,19217,13237,9553,-8632,-36491,-39094,-20099,-21352,-30255,-28077,-8334,-12281,-12916,-5311,-21931,-21690,3880,-649,-5808,-3903,10883,956,-3363,-363,-43,-396,-703,-992,-617,-351,-335,-328,-419,11.94948934,11.92443651,12.02891669,12.04164873,12.02064045,11.92737092,11.75486241,11.65127292,11.49483975,9.584127949,9.642764013,9.902788714,9.655304041,10.19016739,10.11272328,10.48998842,10.27460115,10.07898802,2.365361392,2.281672496,2.126127976,2.386344693,1.830473061,1.814647639,1.264873989,1.376671769,1.415851727,1.261479868,1.507258336,2.073805025,1.786328748,2.105664169,2.079314217,1.649951361,1.134470784,0.817703377,-3.161583918,-3.385701987,-1.738246265,-1.842326785,-2.605917677,-2.415028761,-0.715548454,-1.052537259,-1.10556441,-1.90010405,-1.878443651,0.33555876,-0.055998037,-0.500253507,-0.335714544,0.934402907,0.081933525,-0.287861034
40,3,7,40,Oklahoma,3751351,3751582,3759944,3788379,3818814,3853214,3878187,3909500,3926331,3931316,3940235,3956971,8362,28435,30435,34400,24973,31313,16831,4985,8919,16736,13157,52572,52344,53335,53074,53525,52860,51467,49525,48759,7878,37762,36961,38598,38607,39730,39282,40329,40486,40266,5279,14810,15383,14737,14467,13795,13578,11138,9039,8493,1200,6613,6498,5587,6415,9257,7697,4399,4353,4484,1560,7030,8447,13841,4217,8317,-4358,-10504,-4408,3822,2760,13643,14945,19428,10632,17574,3339,-6105,-55,8306,323,-18,107,235,-126,-56,-86,-48,-65,-63,13.92945162,13.76171211,13.9037553,13.72946507,13.74605836,13.49186832,13.09985038,12.58328886,12.34841791,10.0054012,9.717381957,10.06200707,9.98706444,10.20328629,10.02624993,10.264905,10.28666396,10.19753062,3.924050415,4.044330149,3.841748231,3.742400634,3.542772071,3.465618388,2.834945372,2.296624896,2.150887289,1.752177272,1.708383105,1.456459752,1.659466376,2.377342592,1.964565086,1.119673612,1.106008206,1.135591499,1.862665389,2.220792873,3.608172442,1.090876026,2.135935869,-1.112326185,-2.673573908,-1.11998258,0.967937268,3.614842661,3.929175979,5.064632194,2.750342402,4.513278461,0.852238901,-1.553900296,-0.013974374,2.103528767
40,4,9,41,Oregon,3831074,3831079,3837491,3872036,3899001,3922468,3963244,4015792,4089976,4143625,4181886,4217737,6412,34545,26965,23467,40776,52548,74184,53649,38261,35851,11884,45393,44925,45007,45452,45668,45593,44711,43425,43305,7822,32496,32943,33418,33804,35388,35334,36831,36180,36563,4062,12897,11982,11589,11648,10280,10259,7880,7245,6742,1565,10227,4187,3178,6700,5094,12604,8026,3356,3295,995,11426,10910,8768,22278,36867,51117,37653,27663,25821,2560,21653,15097,11946,28978,41961,63721,45679,31019,29116,-210,-5,-114,-68,150,307,204,90,-3,-7,11.77581971,11.56216345,11.50857978,11.5276845,11.44699686,11.2495201,10.86061858,10.43179212,10.31117706,8.430089161,8.478405134,8.545197839,8.573480746,8.870244476,8.718236199,8.946510767,8.691358404,8.705866918,3.345730549,3.08375832,2.963381943,2.954203755,2.57675238,2.531283896,1.914107813,1.74043371,1.605310143,2.653081052,1.07759106,0.812635069,1.699275855,1.276845975,3.109884221,1.949572247,0.806196761,0.784559021,2.964124777,2.807862065,2.242034073,5.650219029,9.240965951,12.61250014,9.146180389,6.645357865,6.148133077,5.617205829,3.885453126,3.054669142,7.349494884,10.51781193,15.72238436,11.09575264,7.451554625,6.932692098
40,1,2,42,Pennsylvania,12702379,12702868,12711160,12745815,12767118,12776309,12788313,12784826,12782275,12787641,12800922,12801989,8292,34655,21303,9191,12004,-3487,-2551,5366,13281,1067,36120,142973,142105,141793,142216,141920,140259,137982,136914,135190,30212,127718,125530,130935,126737,132748,129972,135741,134063,133439,5908,15255,16575,10858,15479,9172,10287,2241,2851,1751,5416,27287,25397,29379,34547,31806,37975,31046,31675,19532,-1674,-7522,-18975,-30128,-36614,-43668,-50422,-27406,-20731,-19588,3742,19765,6422,-749,-2067,-11862,-12447,3640,10944,-56,-1358,-365,-1694,-918,-1408,-797,-391,-515,-514,-628,11.23252075,11.13984033,11.10211249,11.12600061,11.09914587,10.97183447,10.79252666,10.70118709,10.5605179,10.034028,9.840499326,10.25195249,9.915030232,10.38183072,10.16712845,10.61724254,10.47835316,10.42373658,1.198492751,1.299341005,0.850160004,1.210970379,0.717315149,0.804706017,0.175284111,0.222833928,0.136781322,2.143773956,1.990911825,2.300317808,2.702719407,2.48745373,2.970614463,2.428322408,2.47571542,1.525764004,-0.590957881,-1.487480879,-2.358963032,-2.864427254,-3.415145868,-3.944287622,-2.14361283,-1.620333272,-1.530138507,1.552816075,0.503430946,-0.058645224,-0.161707848,-0.927692138,-0.973673159,0.284709578,0.855382149,-0.004374503
40,1,1,44,Rhode Island,1052567,1052964,1053959,1053649,1054621,1055081,1055936,1056065,1056770,1055673,1058287,1059361,995,-310,972,460,855,129,705,-1097,2614,1074,2878,10998,11005,10871,10731,10875,10901,10663,10691,10481,2329,9754,9319,9631,9697,10079,9831,10044,9939,9802,549,1244,1686,1240,1034,796,1070,619,752,679,1661,4455,4376,3799,3469,4509,4120,2226,4653,3645,-1168,-6018,-5043,-4539,-3539,-5129,-4458,-3912,-2769,-3215,493,-1563,-667,-740,-70,-620,-338,-1686,1884,430,-47,9,-47,-40,-109,-47,-27,-30,-22,-35,10.43647585,10.4398393,10.3057209,10.16666375,10.29829058,10.31883701,10.09542033,10.11466631,9.898717823,9.255990678,8.840423665,9.130199431,9.187041128,9.544503057,9.30597988,9.50936901,9.403205359,9.25744033,1.180485176,1.599415635,1.175521472,0.979622618,0.753787522,1.012857133,0.586051316,0.711460955,0.641277493,4.227541364,4.151270947,3.601456509,3.286567564,4.269884342,3.899973259,2.107512487,4.402164658,3.44249847,-5.710739378,-4.784017227,-4.302977387,-3.35288631,-4.857005276,-4.219922521,-3.703768575,-2.619727904,-3.036387539,-1.483198014,-0.63274628,-0.701520878,-0.066318746,-0.587120934,-0.319949262,-1.596256088,1.782436754,0.406110931
40,3,5,45,South Carolina,4625364,4625366,4635649,4671994,4717354,4764080,4823617,4891938,4957968,5021268,5084156,5148714,10283,36345,45360,46726,59537,68321,66030,63300,62888,64558,14171,57488,57527,56570,57287,58277,57755,56943,56793,56353,9658,42033,42073,44662,44538,46872,47256,48815,50428,50744,4513,15455,15454,11908,12749,11405,10499,8128,6365,5609,1167,2670,5837,5054,6234,7289,5165,5757,6067,5724,4483,18146,23594,29289,39825,49065,50199,49262,50330,53034,5650,20816,29431,34343,46059,56354,55364,55019,56397,58758,120,74,475,475,729,562,167,153,126,191,12.35285883,12.25367299,11.93279413,11.95010648,11.99663838,11.72701547,11.41229649,11.24010235,11.01411432,9.031932144,8.961857629,9.420937803,9.290656557,9.64885691,9.595218472,9.783314073,9.980382812,9.917843186,3.320926684,3.291815364,2.511856329,2.659449918,2.34778147,2.131796994,1.628982419,1.259719533,1.096271134,0.573722048,1.243323818,1.066083464,1.300416565,1.500480415,1.048740973,1.153795742,1.200741305,1.118747722,3.899161152,5.025695075,6.178179377,8.307521608,10.10029792,10.19278763,9.87290009,9.960987288,10.36542045,4.472883199,6.269018893,7.24426284,9.607938173,11.60077834,11.2415286,11.02669583,11.16172859,11.48416818
40,2,4,46,South Dakota,814180,814198,816166,823579,833566,842316,849129,853988,862996,872868,878698,884659,1968,7413,9987,8750,6813,4859,9008,9872,5830,5961,3028,11794,11897,12059,12439,12255,12314,12196,12028,11911,1929,7289,7415,7279,7159,7744,7750,8079,7381,7337,1099,4505,4482,4780,5280,4511,4564,4117,4647,4574,169,1237,2105,89,1066,1615,3232,3748,513,418,687,1674,3292,3788,385,-1228,1242,2011,665,964,856,2911,5397,3877,1451,387,4474,5759,1178,1382,13,-3,108,93,82,-39,-30,-4,5,5,14.38516355,14.35842971,14.39122802,14.70813417,14.39126026,14.34375626,14.05179208,13.73399575,13.50945951,8.89040674,8.949126359,8.686769116,8.464951565,9.093914276,9.027457449,9.308332911,8.427886817,8.321627441,5.494756807,5.40930335,5.704458906,6.243182604,5.297345984,5.316298812,4.743459165,5.306108933,5.187832073,1.508771181,2.540513956,0.106212729,1.26046073,1.89652267,3.764740964,4.318310651,0.585761541,0.474095716,2.041780887,3.973098311,4.520604673,0.455232065,-1.44206182,1.446722858,2.317001793,0.759320517,1.093369068,3.550552068,6.513612267,4.626817401,1.715692795,0.45446085,5.211463823,6.635312444,1.345082058,1.567464785
40,3,6,47,Tennessee,6346105,6346276,6355311,6399291,6453898,6494340,6541223,6591170,6646010,6708799,6771631,6829174,9035,43980,54607,40442,46883,49947,54840,62789,62832,57543,19678,78632,80318,80277,80458,81877,81248,80601,80946,80239,14302,60180,60650,63478,63582,66105,66653,69124,68970,67977,5376,18452,19668,16799,16876,15772,14595,11477,11976,12262,982,8537,7785,9782,7409,9924,7236,8632,9506,9293,2848,16968,26761,13438,22248,24156,32954,42619,41341,36009,3830,25505,34546,23220,29657,34080,40190,51251,50847,45302,-171,23,393,423,350,95,55,61,9,-21,12.32998098,12.49775445,12.3996794,12.34438436,12.46947148,12.2757264,12.07070801,12.0094092,11.79915454,9.436593945,9.437346638,9.804886194,9.755159789,10.06747209,10.07057394,10.35192641,10.23261127,9.996025971,2.89338703,3.06040781,2.594793207,2.58922457,2.401999392,2.205152457,1.718781601,1.776797921,1.803128565,1.33865408,1.211372524,1.510939172,1.13673648,1.511377249,1.093284219,1.292717852,1.410340768,1.36653676,2.660686707,4.164102776,2.075649212,3.413431395,3.678842082,4.979006103,6.382569755,6.133483873,5.295127752,3.999340787,5.3754753,3.586588384,4.550167875,5.19021933,6.072290322,7.675287606,7.543824641,6.661664512
